Date,Name,Year,Letterboxd URI,Rating
2024-03-18,Ricky Stanicky,2024,https://boxd.it/CFjo,2
2024-03-18,Dream Scenario,2023,https://boxd.it/v2h0,4
2024-03-22,Airplane II: The Sequel,1982,https://boxd.it/26uu,3.5
2024-03-25,BlackBerry,2023,https://boxd.it/CoVK,4
2024-03-27,Late Night with the Devil,2023,https://boxd.it/zo6G,4
2024-03-27,The Living End,1992,https://boxd.it/1fRA,4.5
2024-04-01,Oxygen,2021,https://boxd.it/gU16,3
2024-04-05,Double Agent 73,1974,https://boxd.it/2l2K,4
2024-04-14,Monkey Man,2024,https://boxd.it/kvsO,4
2024-04-14,Strange Way of Life,2023,https://boxd.it/Aomw,4.5
2024-04-15,The Killer,2023,https://boxd.it/u6WE,4
2024-04-26,No Skin Off My Ass,1991,https://boxd.it/19Is,4
2024-04-28,Challengers,2024,https://boxd.it/zld0,4.5
2024-05-05,Ford v Ferrari,2019,https://boxd.it/ce74,3.5
2024-05-05,Hundreds of Beavers,2022,https://boxd.it/CyUM,4.5
2024-05-15,Dark Waters,2019,https://boxd.it/kaYu,4
2024-05-19,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,3
2024-05-19,28 Days Later,2002,https://boxd.it/2aXU,4
2024-05-20,War for the Planet of the Apes,2017,https://boxd.it/8FE2,3.5
2024-05-20,Babes,2024,https://boxd.it/BMCU,3
2024-06-14,Inside Out,2015,https://boxd.it/4KHC,4
2024-06-14,Inside Out 2,2024,https://boxd.it/CFrC,4
2024-06-21,The Young Girls of Rochefort,1967,https://boxd.it/26K8,5
2024-06-21,Ghostlight,2024,https://boxd.it/K5c8,4.5
2024-06-22,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,4
2024-07-03,Postcard From Earth,2023,https://boxd.it/J6zq,3.5
2024-07-03,Kinds of Kindness,2024,https://boxd.it/CWPw,4
2024-07-13,The Best Little Whorehouse in Texas,1982,https://boxd.it/1Kgg,4
2024-07-14,Longlegs,2024,https://boxd.it/KzLM,3
2024-07-16,¡Suerte!,2024,https://boxd.it/OerY,4
2024-08-04,Twisters,2024,https://boxd.it/qV7a,3.5
2024-08-04,Beetlejuice,1988,https://boxd.it/24QI,5
2024-09-07,Wicked Little Letters,2023,https://boxd.it/AQXU,3
2024-09-07,Serial Mom,1994,https://boxd.it/1Tty,4
2024-09-13,Nowhere,1997,https://boxd.it/286E,4
2024-09-21,Fear Street: Prom Queen,2025,https://boxd.it/BQVc,3
2024-09-24,AJ Goes to the Dog Park,2024,https://boxd.it/LO8W,4
2024-09-24,Chainsaws Were Singing,2024,https://boxd.it/MCZc,3
2024-09-26,MadS,2024,https://boxd.it/M8qQ,4
2024-09-26,Bookworm,2024,https://boxd.it/HCiM,4
2024-09-27,Frankie Freako,2024,https://boxd.it/GDkM,4
2024-09-27,Bring Them Down,2024,https://boxd.it/uiDa,2
2024-10-04,Salem's Lot,1979,https://boxd.it/1U58,4
2024-10-04,The Severed Sun,2024,https://boxd.it/KKFK,3.5
2024-10-04,Queens of Drama,2024,https://boxd.it/BQQQ,3
2024-10-04,Sister Midnight,2024,https://boxd.it/MBDY,3
2024-10-06,The Shining,1980,https://boxd.it/29Nu,4.5
2024-10-09,Scream 3,2000,https://boxd.it/24Ei,2
2024-10-09,Scream 2,1997,https://boxd.it/24Es,3.5
2024-10-09,Megalopolis,2024,https://boxd.it/lPBS,4.5
2024-10-15,It's What's Inside,2024,https://boxd.it/DOV4,4
2024-10-16,Insidious: The Red Door,2023,https://boxd.it/mIIu,2
2024-10-17,American Psycho,2000,https://boxd.it/28Vs,4
2024-10-21,Child's Play 2,1990,https://boxd.it/1Uqq,4
2024-10-21,Child's Play 3,1991,https://boxd.it/1Uqg,2.5
2024-10-23,The Substance,2024,https://boxd.it/zanS,5
2024-10-24,Life,2017,https://boxd.it/dRqG,1.5
2024-10-25,Red Dragon,2002,https://boxd.it/1Yrs,2.5
2024-10-25,Halloween,2018,https://boxd.it/f0uE,4
2024-10-31,Freddy's Dead: The Final Nightmare,1991,https://boxd.it/1Uea,2
2024-10-31,Ma,2019,https://boxd.it/i8Wi,3
2024-11-01,Halloween III: Season of the Witch,1982,https://boxd.it/1VFc,2.5
2024-11-04,I'll Be Home for Christmas,1998,https://boxd.it/1Jig,2.5
2024-11-04,Woman of the Hour,2023,https://boxd.it/vuz2,2
2024-11-08,Home for the Holidays,1995,https://boxd.it/1ZbU,3
2024-11-11,Civil War,2024,https://boxd.it/z1jW,4
2024-11-19,Hot Frosty,2024,https://boxd.it/NeBM,1.5
2024-11-20,Martha,2024,https://boxd.it/OLX4,4
2024-12-04,The Wizard of Oz,1939,https://boxd.it/29Xu,5
2024-12-09,Uncle Buck,1989,https://boxd.it/26yG,4
2024-12-11,Magic Christmas Tree,1964,https://boxd.it/2Yky,4
2024-12-21,A Very Gordita Christmas,2022,https://boxd.it/S2ec,5
2024-12-21,A Very Gordita Christmas Too,2024,https://boxd.it/S2fa,5
2024-12-22,Single All the Way,2021,https://boxd.it/uxks,2.5
2024-12-26,Black Christmas,1974,https://boxd.it/1Js6,4.5
2025-01-02,Babygirl,2024,https://boxd.it/Fvai,4.5
2025-01-02,Nosferatu,2024,https://boxd.it/f5eG,4
2025-01-19,The Birdcage,1996,https://boxd.it/1UTi,4
2025-01-21,Steel Magnolias,1989,https://boxd.it/1Vd8,4
2025-01-22,Crazy Rich Asians,2018,https://boxd.it/gfnK,4
2025-01-22,A Different Man,2024,https://boxd.it/BoEC,3
2025-01-26,Emilia Pérez,2024,https://boxd.it/AP3G,4
2025-01-27,Anora,2024,https://boxd.it/Egcw,4
2025-01-27,Behind the Candelabra,2013,https://boxd.it/3Y0U,3.5
2025-01-29,The Wild Robot,2024,https://boxd.it/IWFy,4
2025-01-31,Judy,2019,https://boxd.it/hH7M,4
2025-02-01,My Old Ass,2024,https://boxd.it/zLP0,4
2025-02-11,Maid in Manhattan,2002,https://boxd.it/210O,3.5
2025-02-12,Food of the Gods II,1989,https://boxd.it/2dwM,3
2025-02-13,Barbarella,1968,https://boxd.it/20Ba,3.5
2025-02-25,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q,4.5
2025-03-14,Together,2025,https://boxd.it/LdFE,4.5
2025-03-20,Looney Tunes: Back in Action,2003,https://boxd.it/1Vzo,2.5
2025-03-22,Love & Basketball,2000,https://boxd.it/1Nu6,4
2025-03-23,Curtains,1983,https://boxd.it/2hwc,3
2025-03-23,Wicked,2024,https://boxd.it/e8ME,4
2025-03-30,The Rescuers,1977,https://boxd.it/1U8Q,4
2025-03-30,Female Trouble,1974,https://boxd.it/1Oqk,4.5
2025-04-02,Smiley Face,2007,https://boxd.it/1QG0,4
2025-04-02,Scary Movie 2,2001,https://boxd.it/24Cw,4
2025-04-09,Repulsion,1965,https://boxd.it/1TKu,3.5
2025-04-15,Ghost World,2001,https://boxd.it/28Dy,3.5
2025-04-22,Companion,2025,https://boxd.it/F04o,3
2025-05-04,The Graduate,1967,https://boxd.it/18Im,4
2025-05-04,Glengarry Glen Ross,1992,https://boxd.it/1Yw8,4
2025-05-04,Moonstruck,1987,https://boxd.it/27zg,4
2025-05-04,Suspiria,1977,https://boxd.it/1SNW,4
2025-05-12,Spice World,1997,https://boxd.it/222Q,3
2025-06-13,Miley Cyrus: Something Beautiful,2025,https://boxd.it/RBiG,4.5
2025-06-13,Final Destination,2000,https://boxd.it/1YrC,4
2025-06-27,Mannequin,1987,https://boxd.it/1XhQ,3
2025-07-06,Heads of State,2025,https://boxd.it/s9tG,3
2025-07-12,Drop,2025,https://boxd.it/LyPq,2.5
2025-07-14,Jurassic Park III,2001,https://boxd.it/2azI,3
2025-07-31,Cure,1997,https://boxd.it/1blA,4
2025-08-13,Weapons,2025,https://boxd.it/EMTM,4
2025-08-17,Death of a Unicorn,2025,https://boxd.it/HCPm,2.5
2025-09-07,The Rules of Attraction,2002,https://boxd.it/286Y,4.5
2025-09-07,Friendship,2024,https://boxd.it/L6Dc,4
2025-09-07,Highest 2 Lowest,2025,https://boxd.it/LcIC,3.5
2025-09-12,Arrival,2016,https://boxd.it/aNGk,4
2025-09-21,Interstellar,2014,https://boxd.it/4VZ8,4
2025-09-21,X-Men: The Last Stand,2006,https://boxd.it/1a5Q,2.5
2025-10-07,Midsommar,2019,https://boxd.it/jhxe,4.5
2025-10-07,Bring Her Back,2025,https://boxd.it/Hxlc,4
2025-10-07,Superman,2025,https://boxd.it/E9IU,4
2025-10-10,Smile 2,2024,https://boxd.it/FDA4,4
2025-10-13,The Sixth Sense,1999,https://boxd.it/29Js,4
2025-10-15,Scream 4,2011,https://boxd.it/Zmc,3
2025-10-15,Scream,2022,https://boxd.it/o0lg,4
2025-10-15,Scream VI,2023,https://boxd.it/zdfW,3
2025-10-15,Scream,1996,https://boxd.it/24EC,5
2025-10-16,Wes Craven's New Nightmare,1994,https://boxd.it/1TsU,4.5
2025-10-19,The Best Friend,2024,https://boxd.it/IOVo,3.5
2025-10-19,Cecil B. Demented,2000,https://boxd.it/1OA0,4
2025-10-20,This Means War,2012,https://boxd.it/hba,2.5
2025-10-26,The Addams Family,1991,https://boxd.it/267g,5
2025-10-26,Addams Family Values,1993,https://boxd.it/26mq,5
2025-11-01,The Menu,2022,https://boxd.it/lScm,4.5
2025-11-01,Carrie,1976,https://boxd.it/20ZQ,5
2025-11-02,The Faculty,1998,https://boxd.it/1Z5C,4
2025-11-03,Hocus Pocus,1993,https://boxd.it/1Wgi,5
2025-11-09,Elf,2003,https://boxd.it/1VyK,5
2025-11-10,Four Christmases,2008,https://boxd.it/1SjM,3.5
2025-11-11,The Santa Clause,1994,https://boxd.it/1TWK,3.5
2025-11-24,Wicked: For Good,2025,https://boxd.it/AyfK,4
2025-12-06,Christmas with the Kranks,2004,https://boxd.it/1PEW,4
2025-12-16,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,4
2025-12-16,Last Holiday,2006,https://boxd.it/1IKI,2
2025-12-16,Jack Frost,1998,https://boxd.it/1XUo,3
2025-12-22,Reality,2023,https://boxd.it/BeLI,2
2025-12-22,One Battle After Another,2025,https://boxd.it/DUHM,4.5
2025-12-23,Mickey 17,2025,https://boxd.it/q1Dk,3.5
2025-12-23,The Retirement Plan,2023,https://boxd.it/wJSA,2
2025-12-30,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2026-01-02,Willy Wonka & the Chocolate Factory,1971,https://boxd.it/2aLu,5
2026-01-03,Jurassic World Rebirth,2025,https://boxd.it/KUeE,3
2026-01-04,Bebe's Kids,1992,https://boxd.it/1aci,4
2026-01-04,Bugonia,2025,https://boxd.it/qeWY,4
2026-01-07,Ready Player One,2018,https://boxd.it/aZes,2.5
2026-01-10,Beetlejuice Beetlejuice,2024,https://boxd.it/yyGs,2
2026-01-24,Primate,2025,https://boxd.it/Obz6,4
2026-01-25,Ticket to Paradise,2022,https://boxd.it/u8Cc,3.5
2026-01-27,White Chicks,2004,https://boxd.it/1SpK,4
2026-02-07,Pretty Woman,1990,https://boxd.it/2b6M,4
2026-03-24,Project Hail Mary,2026,https://boxd.it/pEeQ,4
2026-04-04,The Devil Wears Prada,2006,https://boxd.it/2awE,3.5
2026-04-14,Draft Day,2014,https://boxd.it/61XO,3.5
2026-04-14,Christy,2025,https://boxd.it/N6Ye,3
2026-04-16,The House,2017,https://boxd.it/bAHw,3
2026-04-21,The Super Mario Galaxy Movie,2026,https://boxd.it/KzPa,3
2026-04-23,Speed Racer,2008,https://boxd.it/20UQ,5
2026-04-26,Marty Supreme,2025,https://boxd.it/Off0,3
2026-05-09,Weird: The Al Yankovic Story,2022,https://boxd.it/yYZA,4
2026-05-18,Regretting You,2025,https://boxd.it/OGKY,2.5
2026-05-18,The Bourne Identity,2002,https://boxd.it/26EO,3
2026-05-23,Scary Movie 3,2003,https://boxd.it/24Be,3.5
2026-05-23,Scary Movie 4,2006,https://boxd.it/24B4,3
2026-07-03,The Devil Wears Prada 2,2026,https://boxd.it/Oags,2.5
2026-07-26,Bang My Box: The Robin Byrd Story,2026,https://boxd.it/12CIC,5
2026-08-02,Lee Cronin's The Mummy,2026,https://boxd.it/NM9C,3
2026-08-02,Obsession,2025,https://boxd.it/PNqo,3.5
2026-08-02,Scream 7,2026,https://boxd.it/HRvQ,3.5
